superpattern 	subpattern 	confidence
264300	107005	0.208
4180	4285	0.071
790078	736770	0.208
778643	608302	0.15
554103	1529175	0.208
1527553	1469943	0.117
335	99935	0.0
156988	1079820	0.208
608854	778834	0.15
15554	15050	0.0
1610248	1607832	0.208
247516	169936	0.208
603665	650	0.208
650938	1487366	0.208
1197724	1354768	0.208
444298	1014216	0.15
569163	344892	0.301
99930	61571	0.0070
776646	987719	0.037
152644	746606	0.019
57140	56129	0.0040
509751	259754	0.208
1556515	19532	0.255
1303	1194336	0.017
553569	6933	0.231
15007	554647	0.0090
973834	537836	0.208
288365	32059	0.231
156795	982754	0.208
1548572	231869	0.208
1228888	104161	0.15
1230740	207140	0.15
1163935	46049	0.096
982757	1082912	0.208
370337	51291	0.15
36540	136524	0.0020
789751	3258	0.208
56129	144626	0.012
68947	58602	0.015
7843	250734	0.0050
476	1504944	0.017
82345	485296	0.0
6942	553586	0.12
791880	123959	0.208
680406	1346071	0.0040
107721	229322	0.035
34476	43256	0.152
6619	571671	0.056
540268	1213050	0.117
641115	1130402	0.15
34677	209124	0.03
72033	315588	0.056
1476195	4003	0.083
107922	32720	0.0020
144627	55982	0.0040
4208	199926	0.083
3092	2585	0.0070
131539	1313094	0.083
50	364916	0.0010
70218	25609	0.083
145072	853394	0.063
35100	237906	0.071
115091	126242	0.101
50274	16455	0.0010
66836	76005	0.0030
406921	24842	0.208
490000	1005602	0.208
56185	117541	0.0010
152726	26150	0.073
1230825	410177	0.02
30817	150208	0.0030
647981	1494622	0.208
1046	156880	0.0060
399256	1395082	0.208
509406	1197728	0.208
205004	2465	0.208
987761	6357	0.208
859645	399242	0.208
347289	664847	0.208
940	788197	0.083
1276186	1487443	0.208
1354762	1197758	0.208
1406610	646792	0.208
732	211795	0.0020
1592811	178658	0.014
1175102	48511	0.083
774357	916666	0.083
24457	864	0.0060
262860	1293948	0.096
515144	9127	0.208
370905	664778	0.208
1608103	1610388	0.15
919456	1182	0.208
370941	6736	0.301
4016	1571363	0.0030
1078533	315435	0.117
523520	122	0.208
4718	668	0.0070
58289	82698	0.0
1103000	1196790	0.208
66177	32821	0.032
30880	242796	0.071
1328500	1122426	0.15
1023960	1114096	0.158
2447	789785	0.0030
412243	239099	0.15
306842	32817	0.071
27227	1110534	0.0060
267	13478	0.0020
1132660	1319373	0.208
1336354	231805	0.208
59587	1053774	0.0050
587035	400554	0.208
72932	400876	0.0010
642409	1233044	0.018
5718	66686	0.055
12164	22573	0.0020
1024349	970938	0.15
28312	358183	0.0
1174595	1319876	0.027
400074	1394973	0.15
232046	32473	0.208
1505	863	0.045
4250	1395139	0.083
1586737	1133667	0.208
1321693	1097460	0.208
901828	1139876	0.208
69016	306850	0.033
43253	34265	0.063
156902	1082954	0.208
1381770	151149	0.0050
41074	863	0.0040
83422	70684	0.0090
1472328	28312	0.208
122272	1260162	0.023
642473	847855	0.051
1175148	1294036	0.083
678816	1263365	0.15
306879	854235	0.04
789794	728	0.208
148399	3621	0.078
29548	419006	0.0020
736943	1197596	0.208
1611350	156451	0.15
72993	58348	0.265
779062	608415	0.208
262516	3623	0.188
805595	1561507	0.208
1561213	806312	0.096
1505	10583	0.0010
347632	664863	0.208
916962	359283	0.208
47465	16061	0.0
1113090	1068998	0.208
291917	1564061	0.15
1510525	96858	0.15
559364	118620	0.208
138788	642407	0.039
446117	118466	0.188
46010	8272	0.0020
1333377	16097	0.071
2376	580091	0.083
454461	857143	0.208
96928	56129	0.061
51290	14379	0.018
8032	99068	0.0010
1453605	58292	0.039
1241578	19497	0.012
56571	16096	0.014
20529	10572	0.034
15554	15103	0.0030
689825	97112	0.208
810557	789872	0.208
1497	1376602	0.0
1279623	262379	0.056
640921	1130418	0.15
1108991	1514074	0.208
1217194	6623	0.096
1395147	789235	0.15
1611329	156748	0.15
1321717	1097411	0.208
262845	666260	0.301
399236	859647	0.15
745258	32049	0.15
156523	1611357	0.208
46818	863	0.0010
1214557	1132433	0.15
647875	1275746	0.208
46086	55742	0.022
1211278	1371497	0.15
459612	403851	0.15
460660	43029	0.117
4480	16455	0.0010
1161601	1476512	0.231
1395089	790080	0.15
1308	961226	0.0080
496170	107699	0.208
1371261	1212086	0.208
1487356	401122	0.208
1319389	1404854	0.15
115713	28217	0.0020
1214543	1371397	0.15
1082934	982751	0.208
1249250	914880	0.301
16684	665984	0.0010
1497932	799733	0.0070
36877	1047468	0.0050
262549	666242	0.231
59759	1170	0.021
27018	17006	0.0050
258105	983314	0.208
864	41076	0.0
1354432	1197542	0.208
1497346	845521	0.0010
1575925	83422	0.071
1125629	847542	0.231
412453	239097	0.15
50611	14712	0.0
27780	48143	0.0010
370934	6712	0.15
1371367	1214551	0.208
777702	1862	0.208
115713	28204	0.0070
344872	1090899	0.117
33197	609035	0.019
1600540	8499	0.208
1468760	1229197	0.208
479328	19789	0.117
66663	32475	0.03
1666	29978	0.0010
983316	258103	0.15
1150720	844368	0.208
5962	13447	0.029
1544017	306322	0.208
27166	56184	0.034
1904	1498772	0.027
264299	1051802	0.15
865	104634	0.0
39775	3355	0.02
586860	400148	0.208
1595706	1097244	0.208
986253	280287	0.117
1202	1622907	0.0030
1255988	575858	0.208
1289514	948103	0.208
16096	17300	0.0
25150	52121	0.0
755180	1151991	0.208
797852	664831	0.208
113655	1301412	0.022
156091	982664	0.208
1319390	1211996	0.15
1312975	127849	0.15
281538	1490720	0.208
527174	199936	0.208
577	1422568	0.04
1436	1500341	0.071
25710	1347600	0.011
101354	732	0.08
865	3082	0.0010
1275473	1354746	0.208
845398	986252	0.208
507029	320	0.208
156497	1611297	0.208
190888	348947	0.208
53643	852788	0.0
664426	790010	0.208
582950	919078	0.208
127469	30817	0.015
80190	19532	0.319
546886	3615	0.158
814647	58302	0.376
1255328	761	0.15
1082908	982664	0.208
575935	97156	0.208
1340548	99935	0.15
1082778	5791	0.208
1498	137019	0.0
587408	75994	0.208
1097411	1321717	0.208
790022	1395336	0.15
983230	157279	0.208
57026	1143026	0.0040
240888	412443	0.208
25637	396425	0.0030
1294035	1175126	0.208
40323	3081	0.0010
315609	1078597	0.096
3737	1175103	0.0070
882769	409453	0.208
1150724	844308	0.208
1090846	346529	0.15
1499345	1422408	0.15
3191	789800	0.047
801565	1183	0.117
70065	313467	0.0070
1548577	231866	0.208
736972	789224	0.208
28204	991495	0.0090
1083017	156063	0.208
273380	1000439	0.15
1494736	1130250	0.208
1069052	288030	0.208
779022	608997	0.15
183476	1175113	0.301
104176	3744	0.02
41076	15104	0.0020
537856	973926	0.208
663053	342949	0.15
1527906	1469730	0.117
62425	1340553	0.0010
1599980	417869	0.208
4811	56405	0.0020
1354708	459762	0.208
527382	1371386	0.096
1469631	1228819	0.208
527407	1212499	0.188
34495	2470	0.137
50054	758070	0.02
144573	1056197	0.027
114302	1508023	0.188
98804	16990	0.083
1082845	156875	0.208
770925	99785	0.012
407081	1217196	0.15
459584	1495856	0.15
16428	24892	0.0010
864	899406	0.0
3720	546834	0.0020
394779	1110347	0.208
1538096	939737	0.208
1078546	277167	0.117
785724	97020	0.071
50150	1400129	0.0030
1494	69847	0.0
364114	435936	0.208
863695	1332960	0.0060
1007850	25631	0.208
301764	367448	0.043
250720	58313	0.083
3160	1303924	0.036
131113	1485230	0.02
1395087	1354777	0.15
1091405	1173	0.208
788552	941	0.208
1338808	997704	0.15
413235	239075	0.15
920895	442939	0.208
37555	113066	0.096
1132654	1319310	0.208
496816	278882	0.096
997706	1338287	0.208
1103461	45009	0.0010
1177088	128931	0.208
97031	1249284	0.012
1185	1254992	0.0030
1319408	1132635	0.208
1130317	640889	0.208
127463	95138	0.015
209051	34471	0.15
1336272	231842	0.208
132078	1188	0.022
118675	1023	0.061
1422523	1504753	0.15
1508087	1233703	0.208
1188	40780	0.02
583007	1253301	0.208
1608107	5785	0.15
2568	35110	0.12
1371320	1211941	0.208
335	62930	0.0
54047	1384663	0.0010
62621	1176	0.047
1260278	243535	0.208
20612	17607	0.045
413128	239104	0.15
553595	6945	0.231
986175	264417	0.117
773939	1533075	0.208
29576	25682	0.0040
336	29967	0.0
262527	666287	0.301
1079799	791726	0.208
1395081	399257	0.208
50	1278289	0.0080
60179	1614641	0.0010
436009	820042	0.15
15573	335	0.013
1224577	19535	0.208
579695	311506	0.208
12994	32889	0.0020
281679	1490647	0.208
1249457	119256	0.208
160350	1091428	0.15
21078	8272	0.0050
5791	80480	0.038
320684	233625	0.208
543332	241499	0.15
1275541	29984	0.208
34647	35647	0.3
763944	222640	0.096
14442	57180	0.0010
51283	370491	0.039
16096	17104	0.0
1015	1595162	0.0020
263366	301973	0.096
424822	237911	0.096
534391	82050	0.208
242869	216101	0.208
1354431	1395343	0.208
571317	1217260	0.15
113613	1631423	0.01
213990	162609	0.12
1053126	661073	0.301
26159	1404434	0.0020
11695	991529	0.015
16397	128420	0.0010
1487371	1275774	0.208
58902	1176165	0.0070
169843	247534	0.208
370219	14613	0.208
8182	201415	0.071
861336	14165	0.096
1430658	16428	0.071
919528	582961	0.208
149926	335	0.0030
1623047	499698	0.208
857108	599444	0.083
1422440	527	0.51
17098	1740	0.0030
1860	5805	0.027
1595625	1097237	0.208
776447	776652	0.03
6030	1551996	0.013
56937	32700	0.0
749220	1381653	0.0010
1122433	1328498	0.096
132078	1176	0.038
537587	263770	0.208
914206	394822	0.208
128224	335	0.0030
1220610	1563628	0.208
382108	724532	0.208
1109016	1514283	0.208
1287677	29548	0.0070
1273395	1254239	0.208
104137	42881	0.0040
780678	34689	0.083
4165	640889	0.071
724457	381533	0.208
1719	263363	0.018
715	1108547	0.0030
156500	1611302	0.208
1367580	36851	0.208
34647	35690	0.188
1494805	403866	0.208
104182	1232043	0.0040
69978	56541	0.0080
26736	19533	0.0060
1083087	156632	0.208
51471	14486	0.012
169827	489941	0.208
346494	579284	0.301
8093	83738	0.0050
2091	1471648	0.027
34468	239873	0.0060
512374	1171	0.208
30511	823665	0.096
680454	75985	0.096
220142	278881	0.267
66686	271737	0.024
3729	546835	0.0070
22050	19533	0.0020
933569	406997	0.117
1228759	1468724	0.208
256181	509873	0.208
26340	215466	0.0080
1102993	1196782	0.208
1053480	16454	0.208
1091864	59111	0.096
661422	10759	0.098
634786	63359	0.208
29123	130096	0.0010
26736	58959	0.0010
258869	982731	0.208
410117	882837	0.117
818484	755612	0.15
4282	371001	0.098
1374	934173	0.01
1504798	456	0.15
1175151	107988	0.117
1610274	4480	0.208
25580	19789	0.0050
407422	213159	0.208
1353514	777014	0.208
1167413	182668	0.0010
24358	635409	0.0040
69722	59952	0.0010
1395182	370576	0.15
22761	23099	0.0
36659	1339881	0.023
1279633	262348	0.063
32000	1361680	0.0
454351	653	0.158
914051	4491	0.208
40898	18216	0.0020
4811	392001	0.0
1610666	1607808	0.208
34438	43245	0.138
642409	37114	0.0090
572	1504632	0.015
1217176	6620	0.117
1263942	678770	0.208
370951	399277	0.15
1439738	1666	0.208
78860	28594	0.015
608420	779060	0.117
240066	1021925	0.231
675409	4753	0.0040
58292	13478	0.0030
3719	17555	0.0050
14100	33248	0.0030
162580	51295	0.137
545315	499940	0.071
779057	609052	0.208
156925	983415	0.208
205002	2458	0.208
628933	1155525	0.208
1494	69886	0.0020
1005524	490185	0.208
1171532	1219518	0.0050
1399868	3160	0.188
16096	17189	0.0
113342	498402	0.014
1622912	1498850	0.15
30145	334	0.0060
48112	747252	0.0020
1319243	1404926	0.15
400317	587536	0.208
672280	10248	0.15
30201	16403	0.0020
608326	778647	0.117
24857	68897	0.189
607533	36610	0.15
38928	68006	0.0080
560818	1548156	0.208
49	46739	0.0030
1323917	577179	0.12
30664	28337	0.0020
25144	82204	0.0
1052	306751	0.0
44085	288829	0.051
32531	73500	0.0010
1068937	1113471	0.208
262488	975960	0.096
6727	399426	0.056
1082824	156977	0.208
70593	843982	0.0060
1512982	1613250	0.15
1205029	28733	0.208
162318	51333	0.15
48846	756990	0.0070
58756	487230	0.0080
1114711	1255342	0.15
1504	43434	0.0
1255804	3513	0.208
3615	546886	0.0010
30839	2132	0.0050
156983	126844	0.15
1395196	789227	0.15
27950	2132	0.0040
689	1018225	0.071
247682	1467065	0.208
30608	823697	0.096
71591	196831	0.0
914542	99192	0.063
289505	1319324	0.117
1400528	245375	0.15
36554	38909	0.01
1082743	791758	0.208
193614	192422	0.096
262565	665904	0.231
315512	72066	0.096
1167396	854724	0.0010
894847	2132	0.15
306810	37229	0.305
237027	1272169	0.117
1414562	371224	0.208
846146	680478	0.082
57200	57145	0.011
1590584	877878	0.208
304558	6034	0.208
1177090	66871	0.089
48208	921	0.0070
570365	538494	0.117
778843	608549	0.15
1607807	1610668	0.15
37247	32679	0.034
1071710	3623	0.117
291835	250726	0.15
665335	797271	0.15
2560	725277	0.076
1472342	56166	0.15
1494	56939	0.0010
1082820	59055	0.208
745162	1080036	0.15
58292	1472848	0.0
1494	28324	0.0
288363	32049	0.117
335	1137703	0.0
162564	5758	0.071
496127	107723	0.208
1276200	1487429	0.208
40519	66835	0.101
1061460	3417	0.089
56139	26193	0.0010
14479	32919	0.0
28330	29391	0.0010
58292	30673	0.0020
1602402	50	0.15
1367343	11945	0.021
250711	370232	0.208
1255004	1022	0.15
24950	1834	0.013
78753	58290	0.0050
1494	28337	0.0010
1395185	1354731	0.15
19513	26993	0.0
72678	633943	0.012
250735	370219	0.208
978861	29955	0.15
262579	666284	0.231
1367342	46107	0.023
256238	509931	0.208
77358	1103458	0.018
256410	196873	0.0
585	156637	0.0030
156440	1611345	0.208
400343	587541	0.208
70104	724165	0.013
1651	230368	0.01
9188	1092513	0.096
57784	864	0.0050
1555334	901707	0.15
2585	110592	0.0020
1014193	443976	0.15
48827	1444710	0.0070
647842	45	0.208
1078526	315425	0.117
50546	129890	0.0060
34253	424393	0.063
798905	273101	0.15
869257	193645	0.15
36554	111823	0.0010
406940	48203	0.208
370934	399447	0.15
1303925	118674	0.305
36508	111679	0.0030
778653	608332	0.208
1354726	1487414	0.208
1230802	409467	0.019
160251	1091344	0.15
1535012	162465	0.188
160381	1091322	0.208
8266	345655	0.0
60939	288035	0.0010
1220805	1499227	0.208
88629	72673	0.012
446088	118502	0.188
130378	96923	0.0080
1837	156040	0.0060
19513	1315203	0.0
540365	1214866	0.117
791740	1079811	0.208
1505	78853	0.0010
2447	5791	0.02
1607810	1610623	0.15
50155	971965	0.096
1405000	1319335	0.208
209129	289303	0.027
368620	1053	0.15
3745	20354	0.0010
105436	56139	0.023
231891	1345755	0.03
65678	1426286	0.0020
400582	586846	0.208
299840	404075	0.117
1422655	3083	0.15
54360	24094	0.02
75194	110361	0.047
1237760	406693	0.0070
400076	858642	0.15
225286	44448	0.083
399253	6745	0.15
8266	22044	0.0
262626	1294034	0.117
19780	29541	0.0040
160425	1091371	0.15
809388	980726	0.208
1197709	918817	0.208
671988	918807	0.117
1319358	1211918	0.15
1287391	2295	0.208
1231425	80627	0.208
1114720	8053	0.15
110713	897295	0.043
4751	25596	0.0010
778958	608673	0.15
1514272	1109003	0.208
1494	28350	0.0
1394915	1396865	0.208
1082822	156979	0.208
1214818	1132638	0.15
851027	72886	0.208
242870	216103	0.208
4459	13080	0.0
789473	1110534	0.0030
122827	1597517	0.018
1386721	157667	0.096
459592	403831	0.15
98485	58289	0.017
735277	33856	0.231
148417	1611768	0.0040
125660	878520	0.02
809404	980732	0.208
424277	210609	0.096
315785	71992	0.096
34646	33608	0.188
13478	68844	0.0
1233709	349300	0.208
21217	57204	0.0050
291792	250741	0.15
315922	496074	0.056
852999	22676	0.208
97154	575853	0.096
29936	1505	0.0080
1126609	365569	0.15
586850	400140	0.208
2390	1622910	0.076
1469609	1228813	0.208
982704	258868	0.208
4005	791817	0.0080
139524	57141	0.011
240751	412644	0.208
26830	19534	0.0040
20902	1595827	0.0050
608742	1133476	0.208
157123	983224	0.15
45	50150	0.035
345027	569100	0.231
120971	680454	0.02
1612424	156740	0.15
407171	459585	0.15
999962	93925	0.096
814666	5720	0.231
1039018	1538788	0.208
113560	919252	0.016
134016	66531	0.01
1175137	3727	0.25
17864	12997	0.0030
104151	1512033	0.0040
791764	1082852	0.208
1231940	104193	0.208
43252	422305	0.063
675614	12227	0.0040
913971	1249019	0.15
160384	1091323	0.15
118597	1288884	0.096
1469752	1527853	0.208
213990	162640	0.267
52786	153309	0.0010
1132662	1211912	0.208
1273224	143087	0.138
14815	43914	0.096
1468925	1390929	0.208
1371331	540272	0.208
620691	983591	0.158
752	48205	0.01
1611398	148411	0.15
919290	583058	0.208
1079797	983316	0.208
459762	1354708	0.15
1490737	281653	0.096
56541	54103	0.0040
433971	1497	0.096
6781	1395114	0.056
102841	37263	0.015
45	942944	0.0010
142339	749221	0.096
1304105	883	0.12
779014	608971	0.15
69556	64118	0.108
12997	15103	0.0030
1211284	527365	0.301
32435	606763	0.013
3725	351349	0.0010
1082860	792011	0.208
109052	104288	0.071
15546	128670	0.0
183465	1175110	0.301
193593	869275	0.083
429294	19516	0.231
48814	370489	0.052
946147	115711	0.031
1422956	1323696	0.208
27783	1118713	0.0020
59694	1181	0.029
35188	745253	0.035
6643	571634	0.056
240653	412389	0.208
361198	1507092	0.208
609733	1004770	0.208
665932	262639	0.301
1220821	1499217	0.208
130396	96926	0.0090
36561	27619	0.012
928952	862070	0.208
45353	30271	0.0010
1015	1255827	0.0020
1130368	639371	0.208
418	1422516	0.0070
136459	2132	0.041
113558	1612587	0.018
1091344	1180	0.208
60939	288047	0.0020
1499639	1274914	0.117
920717	789892	0.208
1469597	1229093	0.208
16990	16918	0.0070
263165	539240	0.208
411232	19516	0.055
991529	4045	0.014
1468759	1229177	0.208
1213064	1371460	0.15
75137	45631	0.0020
61590	117523	0.0010
156560	818309	0.208
509309	1197718	0.208
5826	1337406	0.0060
1047	24588	0.0050
991528	14112	0.0040
35030	10759	0.0050
4351	884995	0.096
156720	7601	0.15
1587915	815803	0.208
99936	28260	0.0030
757010	846790	0.208
1021909	240051	0.301
1261807	25634	0.124
58350	3238	0.581
540252	1371398	0.117
1263944	678748	0.208
148786	44539	0.095
1214559	1371411	0.117
49356	14085	0.083
258904	982598	0.15
71548	21107	0.0
124296	99588	0.071
1288153	19497	0.083
1037762	239206	0.301
16158	1054	0.0020
8273	122	0.0
1180729	85327	0.208
237917	423780	0.096
55607	1491228	0.0010
113658	1215215	0.033
118622	559370	0.01
1527574	1451702	0.15
1069041	287959	0.208
265518	32526	0.15
273012	1171532	0.208
779015	608588	0.15
400076	459649	0.15
1038911	1596038	0.15
787421	104124	0.208
370890	399209	0.15
1495840	407172	0.208
1197731	986204	0.208
843675	735474	0.208
16138	71392	0.0060
1433	207734	0.071
1214824	1371335	0.15
678969	1263705	0.15
205478	239862	0.024
412613	240763	0.15
30525	823667	0.096
6755	1217258	0.056
1399876	1338956	0.117
44	78413	0.0030
864	65179	0.0
975960	262488	0.208
120928	8041	0.096
35340	736172	0.0050
834491	60765	0.208
5804	1316857	0.015
1214849	540329	0.15
789244	918814	0.208
539274	263149	0.15
983188	620699	0.301
47465	1261801	0.0
162368	58306	0.436
664863	347632	0.208
1255807	744103	0.208
67749	1147868	0.0010
641123	459587	0.15
313418	70079	0.096
329622	1102618	0.117
818505	755589	0.15
44	1373030	0.016
96086	1494	0.02
584134	1452339	0.208
1497250	844390	0.0010
1560875	1262406	0.117
1073203	1437887	0.208
1386768	157666	0.117
122190	1249284	0.023
19464	496228	0.0010
258045	983386	0.208
791696	1082726	0.208
10271	74611	0.0050
156918	1512968	0.208
1494	69725	0.0010
915136	1422419	0.15
59590	39194	0.0030
287943	1563647	0.231
370904	399222	0.15
1410485	193356	0.208
121732	1350692	0.058
542508	1531682	0.083
17105	63226	0.0020
399436	859706	0.15
584846	1187062	0.208
49067	27310	0.0030
1592	1079921	0.047
1525272	798405	0.071
1395095	1197682	0.15
1130235	459733	0.208
3355	130091	0.0060
1236960	85626	0.096
723517	94175	0.071
914217	394860	0.208
641083	459576	0.15
58086	1234786	0.0090
46108	1246266	0.0030
1494661	647884	0.208
12705	15121	0.0020
1595603	35442	0.15
757024	846147	0.208
1233702	1508027	0.208
262447	1279622	0.208
1214874	1211984	0.301
640943	1130253	0.117
104119	759114	0.0040
1548969	774159	0.117
176593	95869	0.061
665334	347273	0.208
1214846	130523	0.117
512392	412516	0.208
1080169	400076	0.208
78436	75410	0.015
71556	1604412	0.0030
1249277	243599	0.208
755586	818506	0.208
8699	1600947	0.083
79400	8264	0.355
998788	1099740	0.15
714292	933555	0.117
847088	680402	0.025
56571	16393	0.0040
123524	48855	0.0080
508343	384165	0.208
1594850	94360	0.03
1611398	156062	0.15
95610	183476	0.0010
193557	869287	0.083
1187	401111	0.0040
6809	487511	0.096
1211289	1213029	0.301
1194290	454310	0.15
16658	1666	0.011
24735	1734	0.028
90434	1253079	0.096
12727	10765	0.0030
11456	11935	0.0030
1213071	1212486	0.301
304701	1544084	0.15
1292407	1331734	0.208
6844	1260064	0.032
1082995	792136	0.208
10759	1186081	0.0
240519	412573	0.208
519189	707836	0.208
84395	672296	0.015
35158	423262	0.158
920870	442929	0.208
4504	26536	0.018
761	1171	0.0060
66869	1607804	0.0040
987685	132079	0.083
1472333	56187	0.15
297482	575363	0.208
78312	738	0.028
569091	345047	0.301
666210	262543	0.301
54648	1548536	0.056
1495862	1130300	0.208
1585848	151034	0.208
759191	1166	0.208
902249	3628	0.15
869254	195359	0.117
71638	1497	0.0050
1595708	35562	0.15
792110	1083048	0.208
5235	71376	0.0020
1395117	370846	0.15
80510	823769	0.0030
1395138	1354770	0.15
33243	4045	0.013
410156	1230978	0.15
454328	658	0.158
1355062	1275797	0.208
28337	56939	0.0010
137327	16454	0.0
315812	1078803	0.096
5800	59125	0.017
1135000	1586964	0.208
1504761	1422516	0.15
150699	221639	0.023
847088	49	0.108
666854	262497	0.301
1191026	353535	0.15
697203	4826	0.208
413223	239071	0.15
665	3765	0.039
28340	103385	0.0030
5443	936138	0.096
1331755	1292196	0.208
72377	162223	0.04
6789	370848	0.108
183541	95653	0.15
334	56139	0.0040
1497	27775	0.0
665982	16686	0.208
1386848	662794	0.096
1250421	21156	0.208
933584	714302	0.15
609028	779047	0.117
189922	190148	0.208
552994	1032134	0.15
128249	1468769	0.022
5724	213983	0.117
1212085	540328	0.301
1552768	31505	0.208
251795	604649	0.208
779024	609017	0.15
1079102	315662	0.117
36252	12231	0.0030
1586909	1134987	0.208
1172	776645	0.0090
919267	122383	0.208
666102	260490	0.301
1229190	1468710	0.15
128706	1316609	0.015
789238	41376	0.15
5101	9157	0.096
399257	1395081	0.208
1103049	1196823	0.208
1342761	893550	0.208
1344107	10765	0.208
1422435	541	0.51
1422647	1504850	0.15
1400779	650936	0.208
104122	1170	0.0090
1175499	117458	0.15
1177220	1312810	0.05
1612452	156920	0.15
399412	459593	0.15
56164	123046	0.0
865	1181946	0.0
1447	207685	0.083
1197758	672296	0.208
137662	28732	0.0010
8093	1373030	0.0090
501718	384126	0.208
1494	69793	0.0
1130237	640908	0.208
1285934	1279647	0.096
221564	710186	0.071
46929	1097164	0.0070
1395127	790063	0.15
775270	1353538	0.208
6102	263300	0.063
151600	33048	0.137
920980	442907	0.208
1487372	647876	0.208
3745	1160301	0.0
1083068	791897	0.208
9157	1092516	0.096
1182	428467	0.0010
400497	586912	0.208
406726	348611	0.15
1513411	44	0.117
315624	60374	0.096
651381	281917	0.208
641095	404072	0.15
1228788	1469659	0.208
736976	918805	0.208
1498261	77003	0.117
11962	252721	0.032
428759	650938	0.027
90542	75204	0.191
210600	423177	0.083
45	729571	0.0010
932316	1497	0.098
752	7601	0.0050
291845	409239	0.15
749221	142339	0.0010
986411	273408	0.096
960549	9725	0.208
55158	8264	0.159
70	10759	0.0020
1527586	1451660	0.117
933584	407011	0.15
1497251	1075	0.0030
37236	32515	0.026
655	603672	0.0070
131236	52392	0.158
284967	758077	0.208
370669	399915	0.208
1212421	1319055	0.15
714348	933605	0.15
1531731	542505	0.15
17862	59607	0.0
32520	5800	0.015
3615	148414	0.01
221068	17986	0.096
1215384	52044	0.096
553573	6948	0.231
77568	677110	0.032
564580	74387	0.208
4480	1406704	0.0
608603	778856	0.117
17617	21075	0.018
1409204	1414485	0.208
66869	104127	0.011
982604	1083074	0.15
335	25719	0.0
1212448	1214549	0.301
829976	90489	0.117
281678	1490648	0.208
71367	485016	0.0
1391049	1468746	0.208
58504	1427785	0.064
48204	393335	0.01
1189	117492	0.0090
1249274	1143207	0.208
3608	104148	0.0040
1079802	791721	0.208
213990	162577	0.063
844296	1150719	0.208
54412	69017	0.0030
394746	761	0.15
412610	240536	0.15
476534	162650	0.12
399921	6610	0.15
446104	118470	0.188
94176	587103	0.0050
1004024	34507	0.096
14713	335	0.019
1130353	46921	0.208
53906	27017	0.0020
54796	723517	0.024
30296	152457	0.0030
64350	99936	0.017
2448	1622959	0.0010
672338	1197690	0.15
1199821	455803	0.208
647	1558140	0.0060
16096	25003	0.0
78821	27795	0.011
156976	1082821	0.15
13471	56540	0.0
1494	28434	0.0
400596	586799	0.208
1080024	1622948	0.04
745733	103129	0.15
983361	156719	0.208
22547	47452	0.071
162361	60429	0.15
12259	1414235	0.0
1321668	1097374	0.208
58292	50247	0.0
1005552	489933	0.208
534632	122374	0.208
17299	797785	0.0020
85010	30318	0.025
1552581	27780	0.208
1132619	1212481	0.208
58916	2450	0.015
4460	65462	0.0
1495851	407178	0.208
789892	671955	0.208
59180	157576	0.027
1422579	1504672	0.15
1197313	106638	0.208
946187	115740	0.024
1571771	1400961	0.208
478925	1099586	0.208
512358	307958	0.208
291	507036	0.063
89974	30829	0.019
1548547	1111551	0.208
36871	139628	0.0020
580077	1623002	0.208
1189	117446	0.0020
30701	28337	0.0040
714311	407009	0.117
24837	282256	0.0030
986405	273620	0.096
154064	16096	0.0090
919350	66919	0.208
56185	944983	0.0
350171	790220	0.15
1114338	1024028	0.301
707180	990372	0.15
917783	583067	0.208
812701	905021	0.208
1490734	281527	0.117
1276210	1354730	0.208
774322	916527	0.096
1441494	82654	0.208
334	1399974	0.0
50546	107891	0.0040
1249463	244991	0.208
860700	1209138	0.158
21975	1168700	0.023
118387	446113	0.137
53551	46035	0.031
11935	40324	0.0010
25096	77019	0.101
1595672	1097153	0.208
176571	17612	0.059
1230754	207126	0.15
156749	982705	0.15
789812	798	0.208
288365	32145	0.231
25629	67309	0.0050
31887	1534940	0.0010
1079127	315640	0.117
1228731	104178	0.15
932315	1342665	0.0090
1399	207618	0.083
1299270	105707	0.071
401	209112	0.026
30996	865	0.045
1527590	1469963	0.117
107713	496114	0.035
1395137	1354790	0.15
1536	561392	0.0
1505	11152	0.0020
110709	70601	0.083
32486	37304	0.083
1301431	1301007	0.15
401621	853149	0.015
1228762	803775	0.301
1409208	1414488	0.208
744119	1255818	0.208
125531	4736	0.0080
1176165	37903	0.071
404871	755216	0.208
656290	65173	0.15
111947	302762	0.022
809391	904657	0.15
21081	761993	0.012
22680	1740	0.0010
9311	642407	0.052
32531	73481	0.0030
1314650	480673	0.301
846885	402901	0.208
384159	508309	0.208
604620	1044578	0.208
1228892	1469556	0.208
395069	914045	0.208
1323665	1422967	0.208
3086	25096	0.0060
62472	1250325	0.032
118456	3372	0.083
892881	109470	0.208
459601	404064	0.15
229399	107704	0.208
640919	459584	0.15
1396044	23288	0.208
1110534	12994	0.0060
1595559	1097926	0.208
42373	71986	0.041
156638	586	0.15
19533	1444175	0.0
48822	14572	0.0080
1600234	8680	0.208
359492	1255342	0.043
162643	814676	0.062
122176	1249274	0.023
1315251	183572	0.117
32483	68954	0.083
527394	1371414	0.096
580122	1622921	0.208
1197686	509325	0.208
1268985	119229	0.063
1110534	12982	0.0
48852	123493	0.031
1858	194980	0.0030
110457	1012741	0.168
1319385	1211989	0.15
17633	514435	0.0030
