superpattern 	subpattern 	confidence
31580	335	0.0050
46291	4753	0.0080
48509	1175135	0.063
101529	1237531	0.024
1082990	792134	0.208
1314500	20885	0.15
1315401	183563	0.117
413171	238924	0.15
1541856	474886	0.15
1333615	757021	0.096
1130371	641079	0.208
707826	519222	0.117
615577	30336	0.208
58292	123602	0.0010
223008	282852	0.376
1312638	110787	0.083
5962	117482	0.016
1114259	5198	0.117
1169	194986	0.0020
915132	1422408	0.15
69885	96877	0.0040
1612498	1512979	0.15
1400418	1030273	0.15
109059	1312975	0.018
665312	347224	0.208
801562	258872	0.096
1495890	407143	0.208
3922	1286674	0.125
792098	1083088	0.208
13550	877929	0.0010
8266	85945	0.0
1504626	1422567	0.15
776415	746221	0.208
74611	905315	0.017
503925	2132	0.15
6395	35292	0.083
19103	517361	0.052
59897	156643	0.083
642437	1125674	0.063
1134833	37303	0.208
1527492	119446	0.208
489917	1005510	0.208
1098019	1504	0.208
1068412	83750	0.208
1371319	1214846	0.208
1296751	10620	0.15
32418	66668	0.083
168946	20605	0.071
1084579	1439398	0.15
1354761	3966	0.208
66869	1252715	0.0040
1505128	1422628	0.15
309244	1044385	0.117
1602402	384175	0.15
399449	1395174	0.208
823656	218759	0.208
1505	56508	0.0
161989	88102	0.15
1141553	59265	0.15
1323929	162424	0.231
1592823	192123	0.013
4217	527181	0.071
1354776	1395096	0.208
1499653	1274924	0.096
1743	220215	0.232
1130242	640904	0.208
1225208	59691	0.208
1097239	1595630	0.231
277201	1078775	0.015
833594	1608718	0.208
404067	1130377	0.208
28197	27784	0.0010
522951	34853	0.15
1427797	44311	0.096
400622	586830	0.208
370894	399439	0.15
1522346	24959	0.137
44	1513411	0.0010
30673	99935	0.0060
156722	1082727	0.15
933575	406924	0.117
859622	407127	0.208
5236	65457	0.0050
91317	862358	0.022
75366	8093	0.026
1595542	1097900	0.208
59949	60739	0.0040
174584	14430	0.117
33183	1319693	0.018
124313	60739	0.017
1114604	754658	0.15
76059	115615	0.013
1309201	1530412	0.208
156967	1082771	0.208
62696	292835	0.0070
117480	1196	0.095
901224	7237	0.15
16455	78726	0.0010
81474	1505	0.096
34384	43254	0.158
43402	109451	0.0030
1607813	791646	0.15
41154	1096770	0.0010
18049	1376309	0.01
156044	1082861	0.208
1097191	35458	0.15
3358	1628621	0.0
107705	229396	0.035
986247	509408	0.117
1092510	1049	0.208
115047	139632	0.071
21218	2132	0.023
88267	583474	0.021
1202	1553477	0.0010
24605	822256	0.0060
1212472	83513	0.15
1097134	35450	0.15
104193	11286	0.0040
53854	4460	0.049
983338	157187	0.208
1275494	1487419	0.208
1571764	1401037	0.208
65053	878917	0.071
15554	1020049	0.0
315619	72040	0.096
130523	540243	0.096
1171554	1467062	0.0050
432891	417910	0.15
1571686	1400955	0.208
678781	1263929	0.15
1289900	4135	0.071
384184	1602462	0.208
156905	1860	0.301
92939	863	0.101
144657	109461	0.096
215404	9837	0.301
666030	262658	0.301
4165	1395149	0.071
607614	233081	0.15
17606	63671	0.0020
1494488	44	0.15
1082886	791861	0.208
415635	1309007	0.15
665296	347217	0.15
1486	1500336	0.083
1140072	44854	0.208
683506	914537	0.208
79524	63671	0.089
442976	121944	0.15
789232	1197593	0.208
746244	1175	0.301
12140	1402014	0.047
467249	11344	0.083
70601	79324	0.021
678980	1263753	0.15
152818	14759	0.057
385349	273245	0.208
259441	509675	0.208
32523	1401730	0.017
1354431	1487438	0.208
496103	107731	0.208
2106	1498841	0.026
36548	774876	0.0020
36431	220194	0.034
789925	737004	0.208
582440	131190	0.208
28340	10433	0.0010
44459	19497	0.096
10765	11448	0.0010
406410	1105229	0.208
8044	120933	0.051
1319487	1211921	0.15
983256	1082879	0.15
20889	1314501	0.0030
778308	608863	0.15
32821	69003	0.188
863	25718	0.0
822711	128029	0.096
809392	980728	0.208
1498813	1935	0.208
60402	315641	0.0070
778982	608937	0.15
1288133	1439957	0.117
1255060	1610412	0.15
138674	335	0.01
1427702	400348	0.096
1505	56571	0.0
744111	11052	0.208
274215	1590	0.071
27154	1246783	0.0040
428764	400082	0.027
4177	1395087	0.071
2544	579692	0.027
1495919	639375	0.208
122200	1260289	0.021
1114228	1023	0.15
199926	4208	0.208
459645	407115	0.15
161400	14798	0.301
262477	1294409	0.117
32920	39401	0.0040
847071	1177	0.101
862087	928992	0.047
1469630	1228816	0.208
406982	933580	0.208
67028	406506	0.051
1194288	191876	0.117
1410473	193371	0.208
72932	1055087	0.0010
267172	51301	0.168
664385	371006	0.208
14112	991528	0.017
25144	25580	0.0010
95652	723880	0.0010
1058	104125	0.0040
663005	344191	0.15
75137	864	0.01
5782	814674	0.098
36247	25576	0.0040
296836	41424	0.096
16097	1409798	0.0
1498813	311506	0.208
213996	161397	0.047
220144	109058	0.267
37233	32829	0.081
220144	109059	0.565
2571	237908	0.047
752	17618	0.0030
384187	508354	0.208
835579	1449250	0.056
207122	1230553	0.208
1082940	791975	0.208
301846	32447	0.07
640896	1130318	0.15
1498	144615	0.0
241411	543397	0.208
1490982	1520134	0.208
29894	678073	0.0
1493852	16455	0.208
1141571	59237	0.208
1354771	1275802	0.208
299841	1130315	0.117
1586755	1133653	0.208
207836	1472	0.15
792101	1083086	0.208
28134	49	0.047
147247	6896	0.0020
1454996	60573	0.231
60393	311847	0.032
45995	353414	0.0010
157047	1612640	0.208
774149	24829	0.208
45428	863	0.016
20754	16868	0.0060
32192	61201	0.0030
43298	409193	0.0090
983433	156065	0.208
1439963	1288147	0.208
672289	278264	0.15
1256552	62189	0.15
213984	162641	0.237
909259	2132	0.411
540255	1211919	0.231
183570	1315253	0.15
4320	56571	0.0010
57118	144622	0.0030
370921	1395123	0.15
409221	15197	0.224
45	55365	0.0050
961239	1337	0.208
43253	233980	0.12
1376309	18049	0.071
640881	851000	0.15
156124	2757	0.15
736929	790023	0.15
1217101	571265	0.15
4046	124979	0.0010
58278	250329	0.02
4119	1090850	0.071
102645	130096	0.0060
1110552	977694	0.0010
21305	96355	0.0010
509350	986242	0.208
113649	1180371	0.0040
37215	32447	0.026
26767	13478	0.0010
723935	32898	0.096
384198	508328	0.208
214859	37228	0.208
297501	575323	0.208
316403	1078515	0.096
443963	1014271	0.117
1500346	1449	0.15
41316	12578	0.071
1124118	498574	0.208
259625	509600	0.208
43576	1427686	0.051
869286	193555	0.117
54644	1548539	0.051
1130472	1495917	0.208
1042194	139533	0.083
6179	677499	0.0030
1386901	157605	0.096
1114228	1047	0.15
1269579	12553	0.208
1860	146915	0.027
4014	1082814	0.0080
69490	542249	0.0040
400166	586853	0.208
797865	664835	0.208
736922	920657	0.208
429168	56508	0.096
1522209	868007	0.063
774148	1549034	0.208
11074	50695	0.0
22669	996250	0.0
400613	586835	0.208
663049	342951	0.208
105394	1180	0.059
678267	77571	0.083
608382	778602	0.117
428763	4212	0.027
6598	400070	0.071
1230744	207138	0.15
446090	118511	0.158
6643	1395198	0.056
1197352	509360	0.208
1303924	3160	0.28
34613	209120	0.019
482298	1077588	0.208
904963	812655	0.117
34688	780675	0.0030
869284	193604	0.15
13550	51814	0.0
1053	539877	0.0
264450	262406	0.436
156766	1083028	0.208
803767	1468825	0.047
4135	70024	0.0050
20096	62317	0.0020
7846	409246	0.018
459706	1130248	0.15
64350	863	0.053
131525	1330089	0.096
8495	1600526	0.083
71350	181093	0.0
122152	1080079	0.083
346527	569160	0.231
935357	153263	0.15
983332	258089	0.208
569168	346523	0.301
581	1422565	0.04
1197763	509421	0.208
29886	175510	0.027
46113	17067	0.0080
986169	1197575	0.117
1082757	157191	0.208
1558138	306318	0.117
156914	1082799	0.208
99935	11935	0.0010
45995	353468	0.0010
1249209	1422648	0.15
16454	15057	0.0020
165993	414573	0.208
40995	335	0.0090
1275496	1354764	0.208
82359	227376	0.02
1547657	1504	0.15
336	75501	0.0010
444256	1014168	0.15
1584513	901556	0.301
1355063	1275800	0.208
233081	320244	0.117
75986	107891	0.071
1437611	1426376	0.15
527443	263703	0.15
509321	1395139	0.208
569129	345039	0.301
40327	27902	0.0050
4460	45994	0.0
1304102	579895	0.071
273239	385316	0.04
1130375	639380	0.208
1528819	21076	0.208
1462108	88532	0.208
1422474	1504832	0.15
132080	148653	0.065
1318886	1562779	0.208
1734	1255351	0.0070
4459	19779	0.0
304495	1543923	0.15
4752	1132602	0.0
144629	130377	0.0030
1495846	459665	0.208
14955	16868	0.0010
400153	586907	0.208
15059	6420	0.0
1483796	448432	0.208
96876	56136	0.052
30845	952166	0.0050
431557	84052	0.231
442909	920930	0.208
157187	1612583	0.208
609676	1004377	0.208
1467062	246699	0.208
11456	335	0.0060
4105	27	0.0010
61658	4459	0.0030
107002	264299	0.052
177716	14760	0.231
4010	1611301	0.0090
13471	6896	0.0010
1231809	104126	0.208
1083024	791913	0.208
63677	150498	0.0010
8174	201380	0.083
4189	1394980	0.083
41997	996443	0.035
59591	1175004	0.0010
1540455	57202	0.071
422873	370677	0.027
1289647	59112	0.071
791722	1079828	0.208
1197548	789216	0.208
44278	24883	0.031
1543498	306484	0.208
1611370	156765	0.15
527364	1371417	0.117
661039	1053130	0.301
790237	350168	0.117
148024	56558	0.071
762125	21102	0.15
1391077	1026	0.15
98565	57178	0.025
21082	761988	0.012
609301	778307	0.117
1286506	862360	0.071
844378	1150919	0.208
344886	1090901	0.117
36849	1047566	0.052
4130	1312578	0.0070
665311	347213	0.208
1319684	1478775	0.083
745154	725290	0.301
666221	262557	0.301
320686	36659	0.208
828355	150575	0.208
1292192	1331783	0.15
1399789	49589	0.0090
56360	61574	0.02
15048	16397	0.0
865	119111	0.0
3753	351236	0.0010
851004	640937	0.208
347192	665309	0.208
6898	1438002	0.0
863620	131188	0.117
66871	5797	0.039
1623	1500809	0.083
59803	509419	0.0040
1541945	474853	0.15
1468776	104150	0.208
1082905	156102	0.208
48138	16103	0.0
123527	147830	0.033
432424	246705	0.208
986213	264420	0.117
574469	6177	0.208
16093	863	0.0040
496104	107726	0.208
672293	789224	0.15
107714	496115	0.035
987721	776655	0.117
778885	608571	0.15
1007436	1012567	0.208
13796	269869	0.019
439001	1138341	0.208
52393	864	0.0030
153504	1504	0.054
89277	13797	0.12
29890	1505	0.0050
370925	1395161	0.15
2101	580101	0.027
51023	1255333	0.071
31683	136521	0.022
4464	59590	0.0010
1083083	1840	0.208
1181274	117451	0.117
1170	78432	0.0050
43257	35347	0.152
19513	1224401	0.0
30535	911956	0.0010
74859	1278191	0.0070
79114	1498	0.0030
1336298	231843	0.208
1504689	471	0.15
43257	35360	0.098
1517	207751	0.071
353409	46035	0.019
78544	1401748	0.037
17762	501942	0.0020
28340	10365	0.0
1261799	25609	0.118
26818	78111	0.0020
771617	76965	0.038
233081	607614	0.117
19532	3725	0.0010
615158	289642	0.208
399228	459604	0.15
5788	65066	0.016
920557	1275475	0.208
38920	67996	0.0060
67027	406411	0.047
1354428	459661	0.208
198200	13648	0.15
433969	1504	0.117
650950	401112	0.208
56936	16097	0.015
145054	853384	0.043
430096	173130	0.15
107002	264273	0.027
610088	182412	0.208
113926	1556091	0.011
604646	1359281	0.208
35514	1097237	0.024
84898	579249	0.015
1211915	1319486	0.15
263529	1195	0.055
785761	243571	0.096
182520	400303	0.096
474901	1541863	0.15
29548	19789	0.0030
4820	117663	0.0
1134973	1586728	0.208
239801	34778	0.301
262534	1293847	0.096
302736	54359	0.15
852555	76627	0.208
18943	28920	0.0020
412515	240842	0.15
1586889	1135153	0.208
1612580	157159	0.15
347162	664921	0.208
1256065	575893	0.208
8030	1497910	0.0010
215179	26847	0.208
414715	165994	0.047
35437	1097089	0.03
57111	46108	0.055
1611285	585	0.15
791862	1082891	0.208
1214865	1371342	0.15
1629151	1178454	0.096
459734	1130252	0.15
1231013	410303	0.015
263916	986198	0.208
1119841	120610	0.208
1546888	823616	0.208
1202	24837	0.011
859687	399208	0.208
1504939	478	0.15
661040	1053131	0.301
29538	1287676	0.0020
22676	23247	0.0080
1480485	153545	0.0010
205464	423944	0.096
1214846	540243	0.231
47465	52121	0.0
540270	1371326	0.15
755592	818483	0.208
46014	4459	0.0030
8093	847087	0.013
1505120	1422585	0.15
1181	792105	0.0020
124314	99924	0.073
1328567	1122397	0.15
16454	15099	0.0
99936	76288	0.0030
915105	1249108	0.15
251	1527788	0.0
859692	46921	0.301
6609	1394971	0.056
678747	1263941	0.15
1132498	1214824	0.208
1499182	1220830	0.096
62668	1250439	0.04
1260728	1233036	0.117
1600534	8491	0.208
774876	9309	0.018
37232	214396	0.02
5801	156720	0.0050
1469607	1229180	0.208
1353834	1542170	0.117
3351	9775	0.0010
1096076	1321628	0.208
32226	1063866	0.0
384165	508343	0.208
92587	115710	0.071
1220792	1499204	0.208
1255738	747234	0.208
996220	120076	0.208
540353	1211991	0.301
3361	584174	0.047
401121	1354422	0.208
697521	168182	0.208
28204	115713	0.0050
774342	916445	0.083
1130351	1197	0.208
2501	237917	0.063
412176	49552	0.15
1108620	301974	0.208
1580803	668750	0.117
9128	515135	0.096
1217270	6791	0.096
262630	665858	0.188
47466	19535	0.0010
863	131935	0.0
1197693	1354440	0.208
1487355	1354716	0.208
406531	707753	0.208
60739	17744	0.0010
1774	263391	0.043
1414220	12174	0.208
1068971	287944	0.208
1869	1422646	0.0030
79149	678774	0.01
148653	80480	0.0080
983349	1082780	0.208
823679	30593	0.208
1103080	1196819	0.208
1212488	1132607	0.15
126834	999744	0.02
1254988	1834	0.15
581184	1566219	0.208
1130251	640941	0.208
1217115	491900	0.15
72854	400828	0.0
281556	1490542	0.208
1082966	982592	0.208
880192	56187	0.071
1032132	552894	0.208
991528	121365	0.0010
22416	336	0.0030
1468960	1171530	0.208
1078781	315799	0.117
736933	1197570	0.208
571318	6766	0.15
1612507	66920	0.15
31016	4459	0.014
476	1422552	0.046
868011	996580	0.15
965379	22573	0.117
200574	344179	0.208
540286	130473	0.096
459720	1354439	0.15
1512994	157144	0.15
400341	587530	0.208
573209	8052	0.438
51289	14588	0.0040
1319182	1211272	0.15
10185	12994	0.0010
132971	865	0.025
1435	1500299	0.083
16096	9690	0.0
540357	1371377	0.15
1083021	791916	0.208
1250050	24018	0.083
56140	85184	0.0010
118672	580084	0.047
1613237	126850	0.15
1209154	860707	0.231
23473	14722	0.0080
1014201	444292	0.096
789915	1395100	0.15
7986	341069	0.063
1498950	412556	0.117
1443304	1446700	0.208
36551	83651	0.0010
32718	56986	0.0
1354701	1197554	0.208
358625	665186	0.15
307763	512394	0.208
1395200	400061	0.15
9389	175442	0.0010
195322	193332	0.117
271127	575731	0.208
60440	145260	0.02
1487332	1187	0.208
43245	35348	0.168
1391521	1042454	0.096
94123	1422524	0.056
370249	250637	0.208
13607	32718	0.0030
641119	1527526	0.117
615153	289504	0.15
13745	269865	0.019
1279603	262454	0.063
10759	44562	0.0010
37228	32475	0.026
410132	1230991	0.117
657	1558212	0.0090
992774	799699	0.096
1319376	1211991	0.15
62471	1250208	0.0070
124307	1439463	0.0040
412535	512388	0.15
122654	13802	0.188
1083036	156506	0.208
79280	1053511	0.0020
6597	370576	0.108
26150	797198	0.0010
361197	1507093	0.208
1596356	57246	0.208
1082723	157144	0.208
1123604	1288081	0.063
1005237	490229	0.208
1222466	527945	0.117
1595531	1097905	0.301
400297	107694	0.15
859617	399253	0.208
1354393	459708	0.208
1595671	1097150	0.301
207794	1414	0.15
608566	778893	0.117
791802	5196	0.208
1444954	82351	0.158
883578	410213	0.208
28289	56185	0.0020
72489	1234317	0.0020
90012	17833	0.083
306981	1608041	0.043
68981	32475	0.039
787601	104138	0.208
1130358	640998	0.208
1494781	1130306	0.208
10759	37905	0.0010
901771	3738	0.15
1135198	1586900	0.208
132971	144623	0.0050
10988	99935	0.0090
1253307	583006	0.208
173227	1414607	0.208
16393	12997	0.0020
662970	347196	0.208
1253640	1273392	0.117
4294	790023	0.098
1391077	1468827	0.15
410281	1230921	0.117
790020	672339	0.208
1608129	1610262	0.15
365556	1126504	0.15
1071734	3714	0.083
1178	754683	0.0050
262548	1293844	0.096
370948	1395133	0.15
1610554	1607803	0.208
736754	789902	0.208
56141	26168	0.0010
246696	1172	0.208
207668	1602	0.15
29172	30594	0.0010
27063	335	0.0030
1469865	119175	0.15
1274959	1499634	0.15
7601	759189	0.0030
412712	240855	0.15
1595193	580082	0.063
509908	256178	0.208
983636	620771	0.301
664407	370683	0.208
1263943	678771	0.208
28310	1186082	0.0010
36552	36058	0.0050
650942	920550	0.208
665900	262586	0.301
220198	306845	0.063
697606	1214902	0.117
491439	56164	0.093
1249294	1169	0.208
1290073	4022	0.083
47456	12227	0.0
1461132	1189054	0.189
579887	1141562	0.096
354656	4160	0.208
982643	156647	0.208
163623	1209315	0.055
1666	153669	0.0
1584038	631942	0.208
13471	22666	0.0
28239	1505	0.048
75469	476094	0.0
1622941	2410	0.301
70240	1102599	0.0
1217211	407065	0.117
1077590	482300	0.063
54407	760	0.0030
1255037	1180	0.117
210415	516723	0.0090
659	620825	0.0090
115710	121367	0.0040
65576	1368028	0.071
647899	1354425	0.208
250683	58277	0.071
32416	66666	0.071
744120	1022	0.208
869304	193641	0.15
78039	835675	0.0020
402928	846893	0.208
407112	1494726	0.15
1395186	789217	0.15
6385	871624	0.0010
1395193	399211	0.15
173228	371219	0.208
583007	918163	0.208
289651	1404953	0.117
59898	818298	0.083
853394	145072	0.083
75504	28260	0.0020
721	723529	0.0020
2508	1952	0.438
535889	38968	0.231
608377	778580	0.15
63630	150441	0.0010
91075	56187	0.166
27776	72633	0.0
28250	144629	0.0070
774159	1548969	0.208
1395167	1197762	0.15
1354769	1197727	0.208
1042484	1391531	0.208
220139	574460	0.096
1175118	1294013	0.083
791985	1083006	0.208
46921	726123	0.01
633606	138025	0.158
30296	79665	0.0050
8268	2730	0.0010
6626	571627	0.056
1097062	104055	0.301
66041	996447	0.023
512410	307750	0.208
1508972	642473	0.208
160579	1091328	0.15
60940	126449	0.0010
1332403	1549040	0.208
4047	4820	0.0
1133663	1586748	0.208
1082935	791958	0.208
5141	9160	0.096
1456982	147035	0.019
1005541	489929	0.208
1214885	697589	0.096
384104	501689	0.208
915088	1422580	0.15
1133895	201199	0.117
20328	752	0.019
459934	399418	0.15
1504	1181332	0.0
1075	64128	0.0
1211283	1319200	0.15
5791	13452	0.014
98482	16455	0.0080
449523	120863	0.117
1319541	128195	0.117
1026	407173	0.0020
186094	167828	0.12
1471733	1912	0.208
25150	58679	0.0030
986175	796124	0.117
8093	890525	0.0010
32609	37203	0.066
1612361	148304	0.15
637338	1299275	0.117
56051	1099740	0.01
546834	3720	0.188
122179	1249273	0.024
1390958	1468750	0.15
60746	139640	0.0020
1090878	344877	0.15
34647	205361	0.188
1001535	77008	0.208
156495	982651	0.15
64653	750353	0.012
240867	412728	0.208
432099	50796	0.208
1607797	5800	0.15
118041	865	0.051
1354038	1542164	0.117
991528	32978	0.0010
117482	5962	0.081
69461	10645	0.127
1176044	264294	0.208
1197755	789239	0.208
863	1110535	0.0020
6753	399216	0.056
460599	43084	0.117
1181222	69882	0.15
98521	1312774	0.101
128718	996246	0.063
335	1122316	0.0010
400494	586992	0.208
1211276	1319189	0.15
1470041	1527530	0.208
71639	1110534	0.0030
71365	47462	0.0
115710	778097	0.0010
6601	1107911	0.056
4490	914222	0.0070
414566	165984	0.047
25151	403547	0.0
1354031	1542190	0.117
1091404	1865	0.208
929372	860172	0.208
1354427	1197594	0.208
50181	10163	0.0020
579686	1080069	0.208
44	69610	0.0020
59985	156554	0.083
75506	10759	0.0040
58292	124299	0.0
610	1422472	0.043
150670	723950	0.035
455752	1199810	0.096
412392	1185	0.15
1495899	639361	0.208
82346	357269	0.0010
1468856	1391118	0.208
16403	514600	0.0
157103	126850	0.15
1053120	661078	0.301
608674	778917	0.15
1319200	1132700	0.15
66836	136186	0.0030
1469747	1527857	0.208
145426	263366	0.0070
423809	69324	0.083
69017	66685	0.05
81	1360836	0.063
153575	97682	0.028
104181	787454	0.0040
1220636	1563669	0.208
95847	27897	0.014
31504	863	0.0070
986188	509386	0.117
278667	1575850	0.15
4751	59088	0.0
1792	530216	0.033
400903	587521	0.208
70980	52348	0.0070
95873	351201	0.0010
1400960	1571685	0.15
982781	1083128	0.15
1512042	104125	0.15
678325	758237	0.208
16096	144560	0.0
1354747	459578	0.208
791657	1082746	0.208
30361	615567	0.0040
671952	789891	0.15
33208	423379	0.0010
863	56191	0.0010
1233711	349344	0.208
943000	1498031	0.301
1622904	725619	0.301
1303975	209206	0.15
865	16397	0.0010
436348	15198	0.117
797807	1504	0.15
78544	1199	0.026
104592	1498	0.05
724421	381550	0.208
12229	572936	0.0010
29891	1110552	0.0030
664841	797265	0.15
2537	1498823	0.035
1079991	6597	0.208
255492	974628	0.208
407128	459621	0.117
974166	24916	0.208
844377	1150712	0.208
1563635	287941	0.301
281437	1490509	0.208
35522	1595674	0.024
608322	778641	0.117
156493	77019	0.15
1252730	5962	0.208
334	1891	0.0010
1468912	1228919	0.208
213970	15255	0.189
498522	1124189	0.15
1097087	1595605	0.231
399426	428766	0.15
409242	7805	0.071
1079739	157121	0.208
509715	256198	0.208
1386903	157594	0.096
7600	1556087	0.0030
443987	1014260	0.15
10255	32054	0.0020
11935	864	0.0050
12995	14714	0.0010
459707	1494730	0.15
459758	403888	0.15
1495845	641081	0.208
1060532	431788	0.301
16096	46818	0.0
875	1471700	0.04
1211276	1371507	0.15
10582	1296633	0.0090
847087	76772	0.013
10141	10264	0.0010
71040	46364	0.063
1315350	104192	0.15
400914	587570	0.208
156050	1082851	0.208
14187	41714	0.0010
357284	82352	0.231
424285	35091	0.188
1612517	66868	0.15
779020	608583	0.208
920663	736929	0.208
310	507059	0.063
33842	43252	0.034
944983	56185	0.208
68949	271718	0.017
128705	1122311	0.167
3160	118678	0.061
48481	25186	0.168
399207	859685	0.15
238922	413172	0.208
50582	863	0.022
974002	537854	0.208
3351	501795	0.0
400167	586897	0.208
1467614	4739	0.15
1500705	1601	0.208
256197	509691	0.208
901852	1139844	0.208
32609	37254	0.142
1080082	37805	0.032
1628622	3363	0.15
509745	259797	0.208
10620	1299270	0.013
2426	1471628	0.035
664486	370919	0.208
1141518	581470	0.208
59502	16403	0.013
104103	3840	0.023
844503	797897	0.15
80481	70024	0.0030
5793	1082941	0.0070
173227	1414669	0.208
877881	1590975	0.15
1517349	15058	0.208
24834	24428	0.041
1543928	306402	0.208
237890	33953	0.15
367448	301764	0.083
79276	1494	0.0040
916966	358892	0.208
761924	48851	0.15
1367796	385498	0.208
156891	983265	0.15
105117	573766	0.096
1480488	132974	0.0030
1194285	653	0.301
587575	400322	0.208
1220849	1499169	0.208
49	364913	0.0010
13478	394275	0.0
1472119	31599	0.15
1587914	815802	0.208
16103	32685	0.0030
13607	41714	0.0
1213036	1132642	0.117
264299	107002	0.301
16096	9766	0.0
205472	237916	0.208
640896	403849	0.15
17633	63621	0.013
4163	48854	0.071
69725	335	0.0030
850904	640896	0.208
237916	35130	0.188
1479065	1316632	0.117
57166	98563	0.0040
867615	996217	0.15
1186081	10759	0.0050
5448	936141	0.096
825266	761412	0.208
823635	30631	0.208
104634	865	0.02
277141	162384	0.032
777697	4490	0.15
677112	65118	0.208
224927	53246	0.208
509209	1395201	0.208
12991	30165	0.0010
1138321	383598	0.15
15057	27936	0.0010
823635	218996	0.208
725284	2536	0.15
1471710	683503	0.208
409241	51288	0.189
3175	137889	0.059
258577	750978	0.208
485730	26563	0.208
4273	220775	0.056
19207	161224	0.045
202769	3608	0.083
797807	58290	0.15
40780	242687	0.0040
1414474	173227	0.208
1422584	1505113	0.15
1485560	46698	0.208
48785	60435	0.045
69616	1224830	0.0060
1092126	97015	0.208
122151	746421	0.083
1595497	1097873	0.208
746195	350760	0.15
28310	16455	0.0040
257949	983443	0.208
579681	1593	0.208
1275508	920566	0.208
1600237	8681	0.208
476503	15193	0.12
113937	1612359	0.019
1169882	842153	0.208
273524	70887	0.117
13470	11074	0.0
1052	71555	0.0
101230	1321134	0.044
57799	1382418	0.0
407137	84393	0.117
1611283	1513009	0.15
85185	58292	0.041
1535007	1320337	0.096
1249462	244988	0.208
1563487	474418	0.15
66800	713686	0.076
134519	60199	0.0070
1082987	982712	0.208
97774	28594	0.095
66685	181888	0.08
1047	467882	0.0020
58503	1427695	0.064
316433	1078495	0.096
4459	59590	0.0
127566	395005	0.0020
1259720	12989	0.208
15048	15546	0.0010
1273712	1499153	0.15
1494739	407122	0.208
1495882	459589	0.208
641075	1495843	0.15
1513002	156076	0.15
474189	52160	0.208
59883	156555	0.083
1271096	23526	0.029
1544104	304667	0.208
346531	1090842	0.117
1427751	400262	0.096
757021	1333615	0.208
12995	14690	0.0020
920929	442908	0.208
3715	1174575	0.0020
1124115	498561	0.208
186602	75061	0.208
509344	1395103	0.208
315438	1078539	0.096
490996	1217045	0.15
207687	1441	0.15
609748	1004773	0.208
1162463	63601	0.083
42366	543477	0.0010
47457	71588	0.0
6744	571291	0.056
56404	441148	0.02
11071	1110552	0.0
1253140	113588	0.208
1395814	20529	0.083
8183	1399842	0.0090
12768	22449	0.0010
237104	1271995	0.117
1371427	527404	0.208
1479044	28296	0.208
1097884	1595496	0.231
1399819	1346073	0.01
83514	1404761	0.071
803773	1391115	0.12
1612654	156951	0.208
97961	1610547	0.056
532	1422425	0.03
666283	1175141	0.301
262527	1294001	0.15
642404	111823	0.012
1395186	509388	0.15
499676	1623028	0.15
400446	586984	0.208
315435	72074	0.096
306840	37244	0.305
75126	79187	0.01
18780	18216	0.0020
56571	13470	0.0010
1292402	1331735	0.15
1623121	500321	0.208
514357	41095	0.15
1395201	1197545	0.15
156967	1612568	0.208
99924	10989	0.0010
798905	1588852	0.15
95610	1315245	0.0010
72770	1451861	0.047
196835	71589	0.15
76772	863695	0.025
51289	14409	0.0080
1468900	1228961	0.208
822708	128028	0.096
789225	920728	0.15
51302	145260	0.016
1181	1083080	0.0020
22680	4494	0.0010
4135	32893	0.0080
441498	97136	0.25
144626	69884	0.0020
1668	1622904	0.036
335	1519131	0.0
913558	348583	0.117
1153136	50	0.117
403831	459592	0.208
146917	1171	0.037
1082781	791824	0.208
17862	4299	0.0
258861	982606	0.208
70246	1367948	0.0010
202185	416465	0.096
27905	32700	0.0030
1199	24094	0.0080
6390	1346033	0.096
1530218	1549769	0.208
847858	65073	0.301
17009	72860	0.0080
29550	8272	0.012
736145	34520	0.096
499331	70882	0.071
509401	1197682	0.208
1132616	1213048	0.208
30524	823656	0.096
8266	28920	0.0
195320	869222	0.096
1522341	46107	0.108
1294000	665908	0.208
435905	364259	0.208
1398936	756690	0.208
41964	585621	0.0040
656	1558186	0.0060
1404769	1319217	0.208
406935	933603	0.208
987145	41102	0.208
983259	1082880	0.208
32828	68959	0.076
1399788	49583	0.0090
1355451	649094	0.096
6234	574717	0.063
537936	1250115	0.016
1130393	1495910	0.208
85327	125667	0.025
5962	89259	0.029
1607299	307020	0.117
399243	859644	0.15
1172534	360445	0.301
193354	195363	0.208
89259	1831	0.045
1499175	1273708	0.096
1468788	1391059	0.208
916440	774348	0.15
1262093	30070	0.096
742951	907265	0.071
1294017	262592	0.208
823627	30623	0.208
37907	863	0.0070
58292	124313	0.0020
12704	50611	0.0010
1319197	1132648	0.15
1187060	584837	0.208
982702	1082992	0.208
920723	672287	0.208
1132580	83505	0.208
60389	162382	0.137
1095124	639	0.436
281562	1490675	0.208
13480	8093	0.059
37205	214878	0.063
796967	468332	0.15
791746	1079805	0.208
146916	70542	0.012
1504	1181272	0.0
281474	1490832	0.208
400552	586953	0.208
1069042	287961	0.208
732	104152	0.0060
26383	31840	0.01
1404976	1319056	0.208
43263	35289	0.189
1135163	1586929	0.208
257926	801568	0.15
1666	153505	0.0
1249019	683519	0.02
778238	609254	0.15
90328	1253703	0.096
4218	641094	0.083
